Sales_Part_Number,Description,Part,Perm,Material,AL_nHT2,Shape,Le_cm,Le_mm,ID_min_inches,ID_min_mm,OD_max_inches,OD_max_mm,HT_max_inches,HT_max_mm,Ae_cm2,Ae_mm2,Ve_cm3,Ve_mm3,Inventory_UM,Net_Weight,Parcel_Qty,Hardware_1,Hardware_2,Hardware_3,Hardware_4,Hardware_5
C055289A2,MPP 147 PERM GREY 290 SIZE,55289,147,MPP,78,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0018,8000,,,,,
C055278A2,MPP 160 PERM GREY 280 SIZE,55278,160,MPP,68,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.15,3.81,0.0752,7.52,0.164,164,EACH,0.0014,8000,,,,,
C055288A2,MPP 160 PERM GREY 290 SIZE,55288,160,MPP,84,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0018,8000,,,,,
C055274A2,MPP 173 PERM GREY 280 SIZE,55274,173,MPP,74,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.15,3.81,0.0752,7.52,0.164,164,EACH,0.0014,8000,,,,,
C055284A2,MPP 173 PERM GREY 290 SIZE,55284,173,MPP,92,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0018,8000,,,,,
C055277A2,MPP 200 PERM GREY 280 SIZE,55277,200,MPP,84,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.15,3.81,0.0752,7.52,0.164,164,EACH,0.0014,8000,,,,,
C055287A2,MPP 200 PERM GREY 290 SIZE,55287,200,MPP,105,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0019,8000,,,,,
C055287M4,MPP 200 PERM GREY 290 SIZE,55287,200,MPP,105,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0019,8000,,,,,
C055287W4,MPP 200 PERM GREY 290 SIZE,55287,200,MPP,105,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0019,8000,,,,,
C055275A2,MPP 300 PERM GREY 280 SIZE,55275,300,MPP,128,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.15,3.81,0.0752,7.52,0.164,164,EACH,0.0014,8000,,,,,
C055285A2,MPP 300 PERM GREY 290 SIZE,55285,300,MPP,159,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0018,8000,,,,,
C055276A2,MPP 550 PERM GREY 280 SIZE,55276,550,MPP,232,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.15,3.81,0.0752,7.52,0.164,164,EACH,0.0015,8000,,,,,
C055286A2,MPP 550 PERM GREY 290 SIZE,55286,550,MPP,290,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0019,8000,,,,,
0055041AY,MPP 060 PERM AY 040 SIZE,55041,60,MPP,32,Toroid,2.3,23,0.187,4.75,0.418,10.62,0.174,4.42,0.0957,9.57,0.22,220,EACH,0.0018,2500,,,,,
0055040AY,MPP 125 PERM AY 040 SIZE,55040,125,MPP,66,Toroid,2.3,23,0.187,4.75,0.418,10.62,0.174,4.42,0.0957,9.57,0.22,220,EACH,0.0019,2500,,,,,
0055037AY,MPP 200 PERM AY 040 SIZE,55037,200,MPP,105,Toroid,2.3,23,0.187,4.75,0.418,10.62,0.174,4.42,0.0957,9.57,0.22,220,EACH,0.002,2500,,,,,
0055035AY,MPP 300 PERM AY 040 SIZE,55035,300,MPP,159,Toroid,2.3,23,0.187,4.75,0.418,10.62,0.174,4.42,0.0957,9.57,0.22,220,EACH,0.002,8000,,,,,
0055043A2,MPP 014 PERM GREY 040 SIZE,55043,14,MPP,7,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.0015,8000,,,,,
0055042A2,MPP 026 PERM GREY 040 SIZE,55042,26,MPP,14,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.0016,8000,,,,,
C055041A2,MPP 060 PERM GREY 040 SIZE,55041,60,MPP,32,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.0018,8000,,,,,
C055040A2,MPP 125 PERM GREY 040 SIZE,55040,125,MPP,66,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.0019,8000,,,,,
C055040M4,MPP 125 PERM GREY 040 SIZE,55040,125,MPP,66,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.0019,8000,,,,,
C055039A2,MPP 147 PERM GREY 040 SIZE,55039,147,MPP,78,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.002,8000,,,,,
C055038A2,MPP 160 PERM GREY 040 SIZE,55038,160,MPP,84,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.002,8000,,,,,
C055034A2,MPP 173 PERM GREY 040 SIZE,55034,173,MPP,92,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.002,8000,,,,,
C055037A2,MPP 200 PERM GREY 040 SIZE,55037,200,MPP,105,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.002,8000,,,,,
C055035A2,MPP 300 PERM GREY 040 SIZE,55035,300,MPP,159,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.002,8000,,,,,
C055036A2,MPP 550 PERM GREY 040 SIZE,55036,550,MPP,290,Toroid,2.3,23,0.18,4.57,0.425,10.8,0.181,4.6,0.0957,9.57,0.22,220,EACH,0.002,8000,,,,,
0055130AY,MPP 125 PERM AY 130 SIZE,55130,125,MPP,53,Toroid,2.69,26.9,0.237,6.02,0.458,11.72,0.174,4.42,0.0906,9.06,0.244,244,EACH,0.0021,6000,,,,,
0055133A2,MPP 014 PERM GREY 130 SIZE,55133,14,MPP,6,Toroid,2.69,26.9,0.23,5.84,0.465,11.81,0.181,4.6,0.0906,9.06,0.244,244,EACH,0.0017,6000,,,,,
0055132A2,MPP 026 PERM GREY 130 SIZE,55132,26,MPP,11,Toroid,2.69,26.9,0.23,5.84,0.465,11.81,0.181,4.6,0.0906,9.06,0.244,244,EACH,0.0018,6000,,,,,
C055131A2,MPP 060 PERM GREY 130 SIZE,55131,60,MPP,26,Toroid,2.69,26.9,0.23,5.84,0.465,11.81,0.181,4.6,0.0906,9.06,0.244,244,EACH,0.002,6000,,,,,
C055130A2,MPP 125 PERM GREY 130 SIZE,55130,125,MPP,53,Toroid,2.69,26.9,0.23,5.84,0.465,11.81,0.181,4.6,0.0906,9.06,0.244,244,EACH,0.0021,6000,,,,,
C055129A2,MPP 147 PERM GREY 130 SIZE,55129,147,MPP,63,Toroid,2.69,26.9,0.23,5.84,0.465,11.81,0.181,4.6,0.0906,9.06,0.244,244,EACH,0.0022,6000,,,,,
C055128A2,MPP 160 PERM GREY 130 SIZE,55128,160,MPP,68,Toroid,2.69,26.9,0.23,5.84,0.465,11.81,0.181,4.6,0.0906,9.06,0.244,244,EACH,0.0022,6000,,,,,
C055124A2,MPP 173 PERM GREY 130 SIZE,55124,173,MPP,74,Toroid,2.69,26.9,0.23,5.84,0.465,11.81,0.181,4.6,0.0906,9.06,0.244,244,EACH,0.0022,6000,,,,,
C055127A2,MPP 200 PERM GREY 130 SIZE,55127,200,MPP,85,Toroid,2.69,26.9,0.23,5.84,0.465,11.81,0.181,4.6,0.0906,9.06,0.244,244,EACH,0.0022,6000,,,,,
C055125A2,MPP 300 PERM GREY 130 SIZE,55125,300,MPP,127,Toroid,2.69,26.9,0.23,5.84,0.465,11.81,0.181,4.6,0.0906,9.06,0.244,244,EACH,0.0022,6000,,,,,
0055051AY,MPP 060 PERM AY 050 SIZE,55051,60,MPP,27,Toroid,3.12,31.2,0.275,7.16,0.523,13.4,0.21,5.34,0.109,10.9,0.34,340,EACH,0.0029,2500,TVB22066A,TVH22064A,,,
0055050AY,MPP 125 PERM AY 050 SIZE,55050,125,MPP,56,Toroid,3.12,31.2,0.275,7.16,0.523,13.4,0.21,5.34,0.109,10.9,0.34,340,EACH,0.0031,2500,TVB22066A,TVH22064A,,,
0055048AY,MPP 160 PERM AY 050 SIZE,55048,160,MPP,72,Toroid,3.12,31.2,0.275,7.16,0.523,13.4,0.21,5.34,0.109,10.9,0.34,340,EACH,0.0031,2500,TVB22066A,TVH22064A,,,
0055047AY,MPP 200 PERM AY 050 SIZE,55047,200,MPP,90,Toroid,3.12,31.2,0.275,7.16,0.523,13.4,0.21,5.34,0.109,10.9,0.34,340,EACH,0.0032,2500,TVB22066A,TVH22064A,,,
0055045AY,MPP 300 PERM AY 050 SIZE,55045,300,MPP,134,Toroid,3.12,31.2,0.275,7.16,0.523,13.4,0.21,5.34,0.109,10.9,0.34,340,EACH,0.0032,2500,TVB22066A,TVH22064A,,,
0055053A2,MPP 014 PERM GREY 050 SIZE,55053,14,MPP,6.4,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0025,5000,TVB22066A,TVH22064A,,,
0055052A2,MPP 026 PERM GREY 050 SIZE,55052,26,MPP,12,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0026,5000,TVB22066A,TVH22064A,,,
C055051A2,MPP 060 PERM GREY 050 SIZE,55051,60,MPP,27,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0029,5000,TVB22066A,TVH22064A,,,
C055051A9,MPP 060 PERM GREY 050 SIZE,55051,60,MPP,27,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0029,5000,TVB22066A,TVH22064A,,,
C055050A2,MPP 125 PERM GREY 050 SIZE,55050,125,MPP,56,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.003,5000,TVB22066A,TVH22064A,,,
C055050A9,MPP 125 PERM GREY 050 SIZE,55050,125,MPP,56,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0031,5000,TVB22066A,TVH22064A,,,
C055050M4,MPP 125 PERM GREY 050 SIZE,55050,125,MPP,56,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0031,5000,TVB22066A,TVH22064A,,,
C055049A2,MPP 147 PERM GREY 050 SIZE,55049,147,MPP,67,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0031,5000,TVB22066A,TVH22064A,,,
C055048A2,MPP 160 PERM GREY 050 SIZE,55048,160,MPP,72,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0031,5000,TVB22066A,TVH22064A,,,
C055044A2,MPP 173 PERM GREY 050 SIZE,55044,173,MPP,79,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0031,5000,TVB22066A,TVH22064A,,,
C055047A2,MPP 200 PERM GREY 050 SIZE,55047,200,MPP,90,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0032,5000,TVB22066A,TVH22064A,,,
C055047M4,MPP 200 PERM GREY 050 SIZE,55047,200,MPP,90,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0032,5000,TVB22066A,TVH22064A,,,
C055047W4,MPP 200 PERM GREY 050 SIZE,55047,200,MPP,90,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0032,5000,TVB22066A,TVH22064A,,,
C055045A2,MPP 300 PERM GREY 050 SIZE,55045,300,MPP,134,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0032,5000,TVB22066A,TVH22064A,,,
C055046A2,MPP 550 PERM GREY 050 SIZE,55046,550,MPP,255,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,,5000,TVB22066A,TVH22064A,,,
0055122AY,MPP 026 PERM AY 120 SIZE,55122,26,MPP,15,Toroid,4.12,41.2,0.382,9.7,0.673,17.2,0.273,6.94,0.192,19.2,0.791,791,EACH,0.0058,2000,TVB22066A,TVH22064A,,,
0055120AY,MPP 125 PERM AY 120 SIZE,55120,125,MPP,72,Toroid,4.12,41.2,0.382,9.7,0.673,17.2,0.273,6.94,0.192,19.2,0.791,791,EACH,0.0068,2000,TVB22066A,TVH22064A,,,
0055114AY,MPP 173 PERM AY 120 SIZE,55114,173,MPP,104,Toroid,4.12,41.2,0.382,9.7,0.673,17.2,0.273,6.94,0.192,19.2,0.791,791,EACH,0.007,2000,TVB22066A,TVH22064A,,,
0055117AY,MPP 200 PERM AY 120 SIZE,55117,200,MPP,115,Toroid,4.12,41.2,0.382,9.7,0.673,17.2,0.273,6.94,0.192,19.2,0.791,791,EACH,0.007,2000,TVB22066A,TVH22064A,,,
0055115AY,MPP 300 PERM AY 120 SIZE,55115,300,MPP,173,Toroid,4.12,41.2,0.382,9.7,0.673,17.2,0.273,6.94,0.192,19.2,0.791,791,EACH,0.0068,2000,TVB22066A,TVH22064A,,,
0055123A2,MPP 014 PERM GREY 120 SIZE,55123,14,MPP,8,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0054,2000,TVB22066A,TVH22064A,,,
0055122A2,MPP 026 PERM GREY 120 SIZE,55122,26,MPP,15,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0058,2000,TVB22066A,TVH22064A,,,
C055121A2,MPP 060 PERM GREY 120 SIZE,55121,60,MPP,35,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0064,2000,TVB22066A,TVH22064A,,,
C055120A2,MPP 125 PERM GREY 120 SIZE,55120,125,MPP,72,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0068,2000,TVB22066A,TVH22064A,,,
C055120A9,MPP 125 PERM GREY 120 SIZE,55120,125,MPP,72,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0068,2000,TVB22066A,TVH22064A,,,
C055120M4,MPP 125 PERM GREY 120 SIZE,55120,125,MPP,72,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0068,2000,TVB22066A,TVH22064A,,,
C055119A2,MPP 147 PERM GREY 120 SIZE,55119,147,MPP,88,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0069,2000,TVB22066A,TVH22064A,,,
C055118A2,MPP 160 PERM GREY 120 SIZE,55118,160,MPP,92,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0068,2000,TVB22066A,TVH22064A,,,
C055118M4,MPP 160 PERM GREY 120 SIZE,55118,160,MPP,92,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0068,2000,TVB22066A,TVH22064A,,,
C055114A2,MPP 173 PERM GREY 120 SIZE,55114,173,MPP,104,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0072,2000,TVB22066A,TVH22064A,,,
C055117A2,MPP 200 PERM GREY 120 SIZE,55117,200,MPP,115,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.007,2000,TVB22066A,TVH22064A,,,
C055117M4,MPP 200 PERM GREY 120 SIZE,55117,200,MPP,115,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.007,2000,TVB22066A,TVH22064A,,,
C055117W4,MPP 200 PERM GREY 120 SIZE,55117,200,MPP,115,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.007,2000,TVB22066A,TVH22064A,,,
C055115A2,MPP 300 PERM GREY 120 SIZE,55115,300,MPP,173,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.007,2000,TVB22066A,TVH22064A,,,
C055116A2,MPP 550 PERM GREY 120 SIZE,55116,550,MPP,317,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0071,2000,TVB22066A,TVH22064A,,,
0055383A2,MPP 014 PERM GREY 380 SIZE,55383,14,MPP,10,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0065,2000,TVB22066A,TVH22064A,,,
0055382A2,MPP 026 PERM GREY 380 SIZE,55382,26,MPP,19,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0074,2000,TVB22066A,TVH22064A,,,
C055381A2,MPP 060 PERM GREY 380 SIZE,55381,60,MPP,43,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0077,2000,TVB22066A,TVH22064A,,,
C055380A2,MPP 125 PERM GREY 380 SIZE,55380,125,MPP,89,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0082,2000,TVB22066A,TVH22064A,,,
C055379A2,MPP 147 PERM GREY 380 SIZE,55379,147,MPP,105,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0083,2000,TVB22066A,TVH22064A,,,
C055378A2,MPP 160 PERM GREY 380 SIZE,55378,160,MPP,114,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0083,2000,TVB22066A,TVH22064A,,,
C055374A2,MPP 173 PERM GREY 380 SIZE,55374,173,MPP,123,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0083,2000,TVB22066A,TVH22064A,,,
C055377A2,MPP 200 PERM GREY 380 SIZE,55377,200,MPP,142,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0084,2000,TVB22066A,TVH22064A,,,
C055377W4,MPP 200 PERM GREY 380 SIZE,55377,200,MPP,142,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0084,2000,TVB22066A,TVH22064A,,,
C055375A2,MPP 300 PERM GREY 380 SIZE,55375,300,MPP,214,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0084,2000,TVB22066A,TVH22064A,,,
0055209A2,MPP 014 PERM GREY 206 SIZE,55209,14,MPP,7.8,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0075,1600,TVB22066A,TVH22064A,,,
0055208A2,MPP 026 PERM GREY 206 SIZE,55208,26,MPP,14,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0081,1600,TVB22066A,TVH22064A,,,
C055848A2,MPP 060 PERM GREY 206 SIZE,55848,60,MPP,32,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0088,1600,TVB22066A,TVH22064A,,,
C055206A2,MPP 125 PERM GREY 206 SIZE,55206,125,MPP,68,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0096,1600,TVB22066A,TVH22064A,,,
C055206M4,MPP 125 PERM GREY 206 SIZE,55206,125,MPP,68,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0096,1600,TVB22066A,TVH22064A,,,
C055206W4,MPP 125 PERM GREY 206 SIZE,55206,125,MPP,68,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0096,1600,TVB22066A,TVH22064A,,,
C055205A2,MPP 147 PERM GREY 206 SIZE,55205,147,MPP,81,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0096,1600,TVB22066A,TVH22064A,,,
C055204A2,MPP 160 PERM GREY 206 SIZE,55204,160,MPP,87,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0096,1600,TVB22066A,TVH22064A,,,
C055204M4,MPP 160 PERM GREY 206 SIZE,55204,160,MPP,87,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0096,1600,TVB22066A,TVH22064A,,,
C055204W4,MPP 160 PERM GREY 206 SIZE,55204,160,MPP,87,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0096,1600,TVB22066A,TVH22064A,,,
C055200A2,MPP 173 PERM GREY 206 SIZE,55200,173,MPP,96,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0099,1600,TVB22066A,TVH22064A,,,
C055203A2,MPP 200 PERM GREY 206 SIZE,55203,200,MPP,109,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0097,1600,TVB22066A,TVH22064A,,,
C055201A2,MPP 300 PERM GREY 206 SIZE,55201,300,MPP,163,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0097,1600,TVB22066A,TVH22064A,,,
C055202A2,MPP 550 PERM GREY 206 SIZE,55202,550,MPP,320,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0098,1600,TVB22066A,TVH22064A,,,
0055313A2,MPP 014 PERM GREY 310 SIZE,55313,14,MPP,9.9,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0121,1000,TVH22064A,TVB2908TA,TVH25074A,,
0055312A2,MPP 026 PERM GREY 310 SIZE,55312,26,MPP,19,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0137,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055059A2,MPP 060 PERM GREY 310 SIZE,55059,60,MPP,43,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.014,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055310A2,MPP 125 PERM GREY 310 SIZE,55310,125,MPP,90,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0159,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055310W4,MPP 125 PERM GREY 310 SIZE,55310,125,MPP,90,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0159,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055309A2,MPP 147 PERM GREY 310 SIZE,55309,147,MPP,106,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0156,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055308A2,MPP 160 PERM GREY 310 SIZE,55308,160,MPP,115,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0162,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055308A9,MPP 160 PERM GREY 310 SIZE,55308,160,MPP,115,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0162,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055304A2,MPP 173 PERM GREY 310 SIZE,55304,173,MPP,124,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0157,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055307A2,MPP 200 PERM GREY 310 SIZE,55307,200,MPP,144,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0164,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055305A2,MPP 300 PERM GREY 310 SIZE,55305,300,MPP,216,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0164,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055306A2,MPP 550 PERM GREY 310 SIZE,55306,550,MPP,396,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,0.0165,1000,TVH22064A,TVB2908TA,TVH25074A,,
C055310A2HT16,MPP 125 PERM GREY 310 SIZE,55310,125,MPP,180,Toroid,5.67,56.7,0.525,13.3,0.93,23.7,0.629,16,0.634,63.4,3.59,3590,EACH,0.032,1000,,,,,
0055353A2,MPP 014 PERM GREY 350 SIZE,55353,14,MPP,12,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,2.28,2280,EACH,0.0153,480,TVH22064A,TVB2908TA,TVH25074A,,
0055352A2,MPP 026 PERM GREY 350 SIZE,55352,26,MPP,22,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,2.28,2280,EACH,0.0171,480,TVH22064A,TVB2908TA,TVH25074A,,
C055351A2,MPP 060 PERM GREY 350 SIZE,55351,60,MPP,51,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,2.28,2280,EACH,0.0182,480,TVH22064A,TVB2908TA,TVH25074A,,
C055351M4,MPP 060 PERM GREY 350 SIZE,55351,60,MPP,51,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,2.28,2280,EACH,0.0182,480,TVH22064A,TVB2908TA,TVH25074A,,
C055350A2,MPP 125 PERM GREY 350 SIZE,55350,125,MPP,105,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,2.28,2280,EACH,0.0199,480,TVH22064A,TVB2908TA,TVH25074A,,
